municipality,direct,true,hhsize,age_hh,male_hh,piped_water,no_piped_water,no_sewage,sewage_pub,sewage_priv,electricity,telephone,cellphone,internet,computer,washmachine,fridge,television,share_under15,share_elderly,share_adult,max_tertiary,max_secondary,share_female
1101021,.34693876,.39222705,.43172002,1.1734422,1.0807531,.50326991,-.49189195,-.31421369,-.20879853,.2158556,.32842198,.39984283,.49853578,-.16078939,.17481153,.5620141,.88789105,.73376137,.25044724,.28817016,-.45659202,.44510072,.51996595,-.45571575
1101022,,.35263798,.52882117,1.0018208,-.27960625,.70688194,-.69539469,-.48074582,.65211809,-.64765042,.56215721,1.1544285,.36934349,-.20713754,.50722057,.76458269,.80471736,.86364508,-.035041019,-.18079658,.15486941,.3767021,.68646312,.074186742
1101023,0,.22415507,.58442605,-1.1123395,-.99872744,.42394015,-.42930466,.054204043,.44553676,-.449397,-.63839835,-.23805459,.64770025,-.19315574,.18244958,.09673775,-.057335552,.21782111,1.0995544,-1.622016,-.12152438,-.014169247,1.4367375,-.16993485
1101024,,.30892307,.22987206,1.0437909,-.43673572,.63039011,-.62783188,-.38038465,-.2191788,.2218354,.11719424,.88320792,.44411108,.19621986,.8914274,.85838878,.9683997,.61591339,.29770726,1.0173918,-1.0253035,.21772811,.63563472,-1.0856566
1101026,.38297871,.16842996,.3706409,-1.3888747,.6444459,.63164526,-.62019843,.24142839,-.2386771,.23506571,-.37361348,-.96213925,-1.3023362,-.65591401,.18010788,.21738668,.0075682872,-.12470002,1.0348505,-1.1501174,-.38573563,-.97525859,2.2555578,-.97582442
1101028,.37634408,.29678518,.72495884,.86039883,.082456909,.74062419,-.73877376,-.31112418,.72907108,-.72245324,.44504273,.68351144,.83292401,-.35809782,.24435224,.82946563,.96468002,.72418118,-.00088054466,.32493117,-.21986073,.23733421,.47465563,-.66884029
1101031,,.44191131,.40651846,1.4527442,.78158355,.76695186,-.75543243,-.4925608,.73220724,-.72414994,.27944303,.675448,.5819205,-.82536513,-.16987185,.97594941,.88379407,.70753926,.022976911,.19326691,-.14273088,-.27357334,1.3741889,-.83862537
1101032,.18644068,.21806718,-.22214295,-.36954579,-.94144469,.56889039,-.57101828,-.49469227,.56484014,-.55839759,-.21800967,.53707814,.7117781,.41289076,.96592361,.66931313,.82039124,.46874321,-.0119984,-.22284856,.17019251,.44847682,-.048122849,-.65033197
1101033,.30434781,.37062341,.47546527,.95240474,-.66658205,.71355057,-.70205975,-.34588829,.99889797,-.98601788,-.5236879,.22319177,.37279576,-.44133264,.24682879,.59488302,.70286161,.62711978,.19396998,.069745742,-.25523731,.53756189,.43195996,.36306012
1101034,.14583333,.39631063,1.8450177,-.73420542,-.30247787,.13853145,-.12734918,.19595502,-.75477135,.75591999,-1.6338671,-1.3747351,-.072340563,-.64121372,-.33859244,-.22421835,-.210485,-.42062658,1.6945271,-.77973217,-1.3495048,-.3339988,.62143081,-1.1771913
1101035,.27272728,.2753453,-.81267595,.19230218,-.73391777,.41584408,-.404513,.1800264,.2072572,-.20055994,-1.4418051,.74021631,-.0070848372,.075456381,.42011297,-.0072426642,.19909808,-.1505506,-.50726414,.82599086,.016212424,-.3102732,.1682155,-.96052206
1101036,,.23539594,.044054799,.12094109,-.45820683,.47034809,-.47126833,.48966485,-.70218241,.70473844,.42167228,-.48984468,.69760358,-.64702415,-.095843457,.91187608,.92636693,.7904048,.32444915,-.2209354,-.20347476,.079049535,1.0041435,-1.0238819
1101037,.42372882,.21874142,.8510316,-.75506818,1.7106272,.69475394,-.6832732,.34660572,-1.1505032,1.150337,-.35238737,-.65056896,-2.0520804,-.48582873,-.14547142,-.092983484,.00160271,-.050579686,.99805677,-.43243244,-.79570645,-1.3933637,1.7863337,-2.2809825
1101038,.1863354,.18442504,-.23036763,-.25816256,.2394423,.7720238,-.76050162,-.69038433,1.1924074,-1.1895748,.6183005,.65314281,.69652116,.15593779,.70029467,.84209073,.88457984,.79346645,.056495719,-.61357683,.36148787,.26337805,1.0028403,.5536899
1101039,.095238097,.25646439,.13234752,.067369871,-.66767102,.75151354,-.74000233,-.31566188,.54766357,-.54782701,.68221229,.606049,1.0376459,.4177441,.81746805,1.1304305,1.0560468,-.56896043,.15434746,-.063338652,-.12122688,-.083756372,-.12562533,-.50338811
1111001,.10465116,.26649201,1.2773962,-.19119035,.66918981,.2767776,-.27512082,-.066822231,.19968954,-.19721536,.57645285,-.20018725,-.027206076,-.45403108,-.43918037,.20882954,.67017007,.67104709,.59122717,-.64036256,-.21561199,-.4178336,.62492555,.41810557
1111002,.30508474,.26898816,-.044395134,.49282283,-.9491896,.42114827,-.41711414,-.61367941,.93062967,-.92718649,.31091207,1.1140572,.45325404,.55268449,.56811786,.79451388,.75010115,.75058532,-.61981642,.025822915,.66346782,.38945743,.23178683,.8803764
1111003,.042944785,.11323666,.23327951,.057480432,-1.5787454,.0082327826,-.023884699,-.11810608,.57631844,-.57683253,.11449223,1.8541793,.61421877,2.0185554,1.6411476,.60340601,.7735917,.63659382,-.53715754,-.31604138,.81240869,1.0072749,-.42488533,1.0428346
1111004,.18604651,.18320677,.79970968,-.40468061,-.42455986,.58749908,-.58395541,-.34220368,.17097211,-.16446576,.569731,.21788654,.30825177,.22329842,.064044885,.33604541,.82159811,.77935767,.4335587,-.58606857,-.07856971,-.46028525,.97567642,.77538782
1111005,.13043478,.11747915,.67719638,-.5791412,-1.2531741,.65214121,-.64068335,-.47927445,.62110484,-.61673295,.45446575,-.11494415,.51109797,.23675975,.2551128,.5595538,.75890219,.75369853,.47060397,-.8048324,.034230698,-.18236299,.99090505,.73039395
1111007,.098765433,.10521739,-.38550183,-.67764914,-.64529645,.40536159,-.39911178,-.61187488,1.0363021,-1.0339563,.44018221,1.4988327,.74569535,1.6723398,1.6229627,1.0502561,.87256372,.79061204,-.39628312,-1.1458018,1.2109785,1.4115179,-.70352435,.56590474
1111008,,.22813177,.39484063,.23186927,-.40795904,.22547953,-.22335142,-.2686469,.52375871,-.52288008,.34494323,.89850426,.13762014,-.03023692,-.0077769347,.8764962,.7262252,.66056228,.2004361,.4113172,-.4944441,-.75662577,.43563989,.84537691
1111009,.32307693,.21787542,1.5612997,.14076631,-1.0728619,-.30064383,.30425078,.14663041,.35939899,-.35770196,-.087026455,-.060698647,-.085684724,-.044806447,-.23153862,.033322006,.1770315,.62434846,.67985588,-.57872117,-.35141414,-.292685,1.0635754,1.4128591
1111010,0,.27363431,-.24133053,.45515841,-.50473744,.73583382,-.72433108,-.57311732,-.11898986,.12290308,.6956864,-.33290154,.49314579,-.53923565,-.40049109,.11127743,.80170166,.77190721,-.13539444,.42843542,-.12623262,-.61766344,.70083612,.5333333
1111011,.11392405,.17376983,.40892991,.19175343,-.078325756,.47032097,-.46192333,-.4618459,1.0998377,-1.096053,.31653315,.89216316,.48303926,.56174022,.6830042,1.1198509,.8097235,.78594661,-.29416543,-.54619914,.69115162,.16943908,.66368431,.65894407
1111012,,.29374692,.52383953,.094314113,-1.1231179,.64849162,-.65355307,-.456339,.75068766,-.75044358,.41497105,.33761588,.36903548,.0018269622,.0036102859,.49822229,.72727257,.7444275,.080405049,-.012629882,-.097467013,-.20581381,.39236489,.85829085
1111013,.37984496,.23283422,1.0513035,-.56119156,-.27637076,.61342913,-.60698462,.00033810874,-.21945618,.21911854,.40931419,-.80709976,.0014293225,-.46852371,-.46481788,-.079346322,.091808327,.65320826,1.0737737,-.4505682,-.87666833,-.61001939,1.3075715,.9965145
1111014,.092592597,.2644437,1.2310309,-.85886699,-.8886748,.18518655,-.17397924,.066164501,-.18827228,.18898478,-1.422972,.040851414,.38112521,.33407319,-.10081445,.44318137,.26736701,.42843121,1.1223681,-.89704168,-.62805063,-.2036227,.074872904,1.0802628
1111015,.10714286,.10199036,.32779548,-.026365118,-1.3548764,-.1208168,.10968528,-.42300999,.71987259,-.7204352,.31261551,1.5638808,.78159261,1.7544382,1.6972324,.93664038,.82568938,.67578614,-.70219707,-.48546651,1.0606624,1.5021929,-.81097203,.29673868
1111016,.22,.34185222,.9717927,.55334997,.97076786,.68494362,-.67346817,-.52096498,.95169449,-.94723576,.6768766,.57308936,-.13958392,-.22483586,-.1503022,.47204462,.54424596,.71927196,-.00011733546,.28963509,-.18676843,-.43347806,.92651206,.66175973
1111017,.18562874,.12771693,.20580406,-.55483264,-.14282894,.24467649,-.24987207,-.53215069,.78472531,-.78822947,.54663652,1.2988009,.60976106,1.3812242,1.5288576,.89854443,.88142842,.7803725,-.068285301,-.80086344,.61560392,1.556486,-1.0062526,.17289458
1111018,.2551724,.23513021,.24271643,.41387114,-.0042055249,.60357237,-.60143882,-.61285979,1.0623696,-1.08321,.62627232,.38404891,.0070257657,-.17082244,-.094031751,.93595237,.64132226,.7706573,-.16857404,.11392015,.094591163,-.40640685,1.3304259,.029461909
1111019,,.36270255,.21943669,.11494175,-.81348109,.50748461,-.49610439,-.1403106,-.76685798,.76644278,.35726869,.062716655,-.12229597,-.62986481,-.77594399,.12242924,.63696474,.70827579,.26024628,.34973127,-.51040006,-.79684263,.78762561,1.4709539
1111020,.10393701,.061732933,.22128846,-.754691,-.34859839,-.02393562,.025864277,-.67560345,1.0415379,-1.0453224,.6919871,1.1651342,.71297497,1.3393775,1.1599545,1.1340358,.83699203,.81994414,-.14003411,-1.0490324,.86663949,.89939988,-.39079675,.049787361
1111021,.14999999,.15297066,-.53676146,.80859601,-1.2468704,.72424757,-.71694863,-.73709112,1.2256762,-1.241484,.77832806,1.7942636,.34903169,1.195838,1.1340935,1.0956295,1.1155479,.84991616,-1.1340666,.28879902,1.0532981,.72152728,-.70062256,1.1681663
1111022,.20253165,.32053694,1.2511219,-.35659429,.25568002,.27168155,-.26042783,-.27845824,.89009184,-.87936014,.1398882,-.51433551,.25193784,-.60604018,-.43511847,.57350999,.07927388,.65668929,1.0981939,-.372949,-.95792162,-.98151702,.89980781,.43117714
1111023,0,.2989738,.6680513,-.14362738,-.25844282,.27839288,-.27127281,-.061106537,.57803011,-.57318926,.42653808,.54146439,-.13602756,-.24408746,-.31931856,.4104656,.61536008,.66608965,.09781833,-.27264488,.074184492,-.32717246,.4517228,.85149282
1111024,,.25321966,.21561849,.27465358,-.61451805,.61977154,-.6397264,-.46737429,.56879663,-.56556761,.51795399,.16919783,.026418958,.03704669,-.059103984,.87401611,.8150984,.72026044,-.071269348,.25814885,-.094598211,-.2945565,.4802998,.52852559
1111025,.25510204,.050909784,.80324185,-1.4977497,.40310314,.51780182,-.50931895,-.58303308,.84211135,-.84640002,.52230793,.16798389,.64211369,.042099062,-.00896102,1.1238074,.73588526,.73492575,1.0699065,-1.4253019,-.22036144,-.78275144,.13055885,-.30239823
1111026,,.24924035,1.2511736,-.50753504,-1.3883996,.58756131,-.58336979,-.36702365,.85027295,-.8566764,.64018512,-.067289658,-.22159104,-.35652509,-.53149462,.66643643,.40868911,.65208459,.53431964,-.57557422,-.20607673,-.62187672,.79772025,.35281509
1111027,.033333331,.11089474,-.29625237,-.20551687,-.20879233,.65203601,-.6470834,-.68334341,.88474262,-.88128287,.7083689,1.4618483,.79472721,1.7129033,1.7083631,1.2545012,1.009184,.84993559,-.81493735,-.82205397,1.4489489,1.126717,-.33748847,.55579096
1111028,.35227272,.3169615,-.14854009,.68283379,-.32131377,.59006667,-.58300334,-.44846979,.89524978,-.89362133,.36531031,1.2089653,-.034651332,.26586902,.32265645,.74816036,.68280518,.72021776,-.75554335,.41619092,.5258745,.09155573,.12172739,.87156904
1111029,.25490198,.3913835,1.5555809,-.40130514,-2.2094586,.3348015,-.3235139,.73212457,-.5201447,.52109647,.083083175,-.25875399,.084069446,-.61467856,-.70566136,.22547397,.0703668,.58647442,.98031068,-.64243132,-.63903481,-.96613193,.79217207,1.4257622
1111030,.22826087,.29711768,1.4968736,-.33145425,-.50841647,-.12543246,.12897772,.16216056,.028891254,-.025613032,-.12339234,-.31361508,.25051638,-.5357976,-.49342546,.1321196,.22322613,.73807532,1.1387633,-.28349572,-1.0543015,-.72493821,1.047025,.34077397
1111031,0,.064289644,.18433106,-.95104635,-.13300554,.5021171,-.49965125,-.55230463,.88486904,-.88470489,.46172714,.6653834,.42739397,.76691628,.52557456,1.1512209,.69066012,.68690556,.22596377,-1.0224966,.42813548,-.058772732,-.66448104,.62745249
1111032,.098901093,.12765127,.46076199,-1.2433841,.23280792,.67008275,-.66551965,-.52523881,.41884679,-.4134497,.55608153,-.19242814,.79097646,.16835035,.48241481,.58386481,.73981291,.62916809,.92266226,-1.4424715,-.040264484,-.22526558,1.3488346,.55957246
1111033,.13253012,.21963394,1.5097051,-.5718962,-.76933509,.024113478,-.01610256,.10144829,.010789827,-.0072994162,-.19748792,-.15084122,.33553877,-.16471151,-.075523905,.2409234,.010260386,.57616526,.99487263,-.60347778,-.68615693,.087080143,.14320615,.94736105
1111034,,.25943646,1.0449058,-.28705269,-1.8969609,.17542617,-.1642241,.25490996,-.60375208,.60112333,-.72277874,-.394346,-.066092908,-.7644496,-.26436013,-.90428245,-.04385303,.1547645,.70981526,-.49230748,-.46319121,-.23711312,.73602527,.42214003
1111035,.27472529,.27176502,1.5219395,.076956265,-.47741526,.42221165,-.423738,-.36773914,.84124231,-.84876108,.18100984,.27311873,.18712537,.14776333,-.10720729,.54577333,.6475839,.69750303,.57655305,-.55373764,-.2588048,.012036501,.31165764,1.0091414
1111036,,.28577459,-.30873105,.28786308,-.86854541,.72138733,-.70989227,-.72585261,1.322451,-1.3134907,.7569347,1.789232,-.33673471,.51471347,.25070146,1.1405898,.89268649,.84205025,-.64513743,-.061688036,.73118454,.080052316,.36589563,.80579776
1111037,,.11963882,1.256847,-.60570228,.14531469,-.20218116,.19748294,-.58555704,.81029111,-.81293029,.56489629,.042665679,.47929803,.58237481,.49528065,.80922449,.71841228,.72026044,.55492133,-.93615001,.019381424,.34728822,.40900573,.17362778
1111038,,.39766428,-.29341719,.9414618,-.1899845,.66955417,-.67439473,-.51785111,.93468976,-.93117517,.24961337,.54074037,.36481023,-.13092028,-.038257327,.38259488,.91373158,.75455803,-.5181393,1.3682709,-.3354913,-.23561029,.56610835,.63838577
1111039,,.24905513,-.32708415,.17263296,.28401732,.54591864,-.54521918,-.57508099,.98241681,-.98628056,.4747968,1.0021588,.055991117,-.21845122,-.16575792,.87978292,.83255446,.76987755,-.47410247,.12445332,.43995467,-.23496598,.33321452,-.067877382
1111040,.46739131,.31945473,1.0348836,-.86574787,.18730146,.15732127,-.15304992,2.1419308,-1.010226,1.009303,-.5622021,-.68061393,-.91120762,-.66351718,-.73552638,-1.4386685,-.68682891,.35217026,1.6921554,-.84862226,-1.2923266,-.6205219,1.1460884,.36956948
1111041,0,.16286965,-.18447085,-.0028149586,-.94266796,.54378712,-.55100113,-.64618236,1.2147299,-1.2167583,.60103142,.83953243,.18524034,.40074944,.42963332,.98702586,.95423853,.80302554,-.56591469,-.54920614,.99631894,-.32069945,.020460762,.73981655
1111042,,.21865031,.38617027,-.013594835,-.18150042,.45907718,-.4693093,-.44464353,.45179519,-.45648113,.366813,.80852085,.071293712,.49082276,.49659976,.80867654,.62323552,.70527822,-.25393969,-.22790202,.42981568,.0011133639,.32437676,.77897936
1111043,.46511629,.20969681,1.5626854,-.33865458,-.66846061,-.43080914,.44168591,.86868793,-1.2747785,1.2759335,-.10074965,.19051942,-1.6085893,-.6487906,-.44700098,-.80403012,-.081719585,.44056669,1.1230103,-.63386267,-.8155607,-.17620568,.75571942,1.0658368
1111044,.3508772,.13939342,.28374031,-.84802687,.23479144,.27815363,-.28555161,-.54565704,1.1388267,-1.1341611,.36620909,.35441855,.5081538,.33012205,.28565136,.99003863,.80756938,.76251209,.24062483,-.9544335,.38143522,-.17138463,1.3723832,.29234156
1111046,,.31474799,.11225891,.55760825,-.41772714,.62859309,-.61714786,-.4804633,.98111331,-.97817594,.65583384,.88439882,.094220117,.16897273,.23998694,.80969715,.72879153,.76980859,-.44169152,.44335449,.1976312,-.28995368,-.0030702602,.63840139
1121001,.16053511,.16675468,-.76742476,-.038225058,-2.5158989,-.39430511,.39741936,-.43241733,-.021595292,.02418125,.56331217,.83222044,.73604679,.90788984,.50772047,-.13149777,.7271558,.38505378,-.78379291,-.42595196,1.1528434,1.1056533,-.63448709,.52866733
1121002,,.59365451,2.6394708,.98622322,.020448688,-.90433425,.90246308,.77000654,-.69215876,.69252181,-1.5189677,-.0075532412,-1.3491917,-.82771939,-1.0270017,-1.3639466,-.38182673,-1.5094585,1.6048338,.52902418,-2.1079361,-1.3259866,-1.3674322,1.3938
1121003,,.52770936,1.5392739,.75496805,-.75301856,-.47558868,.44892257,.64222121,-.38505977,.38464916,-.073975056,.28891337,-.92775381,-.73911184,-.97548938,-.9594903,.38276735,-.45321813,.53613746,.22283587,-.75305855,.090820283,-.53160161,.31840879
1121004,,.64147794,2.9180212,-.28238675,-.83829957,.27727553,-.27896234,1.2253789,.21975309,-.21597888,.19616114,.60807574,-2.2623096,-1.0400006,-.89442623,-1.3706424,-.44968855,-1.4244643,2.4138467,.21249461,-2.8252411,-.56065023,-1.3950641,1.5070515
1121005,,.50990719,.66676736,.70797342,-.91023582,.19692443,-.19702549,-.29086226,-1.8620847,1.8611662,.022765819,.89175063,-.30552945,-.50512314,-.5786882,-.03706355,.3839595,-.017600494,.50589192,.50271863,-.90457809,-.42865306,.17325467,1.0820029
1121006,,.37720284,.29603189,1.0797259,-.42455986,-.89280772,.88708907,-.20675996,.59759676,-.59463692,.46817312,1.2316231,-.83834302,.73623002,.95640266,-.088506222,.56692052,.057707381,.7518661,.94250369,-1.4598674,1.3631307,-.048122849,.33134672
1121007,,.25329155,.031543769,.65748304,-1.2432067,-.098613739,.043023773,-.43283731,.31881675,-.32515883,.23692951,1.4148154,-.12799989,.87173337,.60277623,.3744866,.86496192,.2374848,-.35640112,.38140067,.12748253,1.0673878,-.23983973,.47601104
1121008,,.53665584,.56244087,.53519762,-.86671579,-1.8559406,1.8499148,.49327239,-1.8499843,1.8490777,.32809737,.60967457,-.98190236,-.13039957,-.60914952,-.78240019,.36037984,-.48056561,.81649208,.21407978,-1.0295528,-.49659842,-.47102228,.44602337
1121010,.86440676,.79712611,1.3211613,-1.9749746,.21643224,-.66236597,.66294676,1.1643082,-.7842139,.78577161,-1.0814971,-.9878794,-3.8351688,-1.236953,-1.4382248,-2.3170197,-2.2299843,-3.3205318,2.7859881,-.94889659,-2.431658,-1.4258013,-.87118578,.40171477
1121011,,.30240381,-.78233528,.7615869,-.76983988,.37338847,-.36208019,-.24771693,-.15707786,.15317105,-.47068274,-.032631923,-.13304555,-.45630744,-.39277816,-.90900362,.15555915,-.19916166,-.18144853,.98549652,-.44915223,.072991535,.57900321,.00031198567
1121012,.51282048,.53611648,1.4664539,-.83545685,.072974287,-.11171292,.12276092,1.1188066,-.76675302,.76450217,-1.5360655,-.29063353,-.69095927,-.58041334,-.53305465,-1.8221946,-.45815599,-1.4181181,1.6359001,-1.0253717,-1.1317405,.16425747,-.25742409,.98818254
1121013,.16666667,.42186147,-.051849429,1.0279787,-.98737663,-2.4131622,2.4229753,.28346786,-.788818,.79015416,-.47624812,.52112347,-1.2636148,-.77817678,-.74885499,-1.3089918,.090592004,-.794415,.16117358,.96052867,-.81162304,.14319573,.23935798,-.57791984
1121014,,.19415414,-1.6928951,1.4802876,-1.2870946,-.32285231,.32798964,.875947,-.48919886,.49174196,.10668217,.69112247,-.075168222,-.29520288,-.31108376,.040309347,.45726219,.12959631,-1.6471813,1.8145241,.59682542,.55421215,-.007308038,-.37886527
1121015,,.247134,-.93473309,.87578142,-.47421885,.32880664,-.31752229,-.68845063,.51412272,-.5087139,.73711383,1.642422,-.18122321,.00038205378,.14682972,.36242709,.78618747,.4522607,-.72681749,.91085953,.18784529,-.47896838,.99661171,.022834666
1121016,.5714286,.50536042,.10749086,-1.0889482,1.7589674,-2.7827744,2.7844663,2.0567553,-1.1913035,1.1915044,-.83552349,-.0054807514,-2.4012048,-.94634593,-1.0781423,-.38070151,.38607168,-.88777786,.7172181,-.36938238,-.53253353,-1.1063075,-1.3114281,-1.3148456
1121017,.085714281,.26155439,.038143847,.9462592,-.88359672,-.25047308,.24381079,-.0028187598,-.31268603,.31653062,.36017126,.49030814,-.015059553,-.30184343,-.36938268,-.40394932,.61217016,.17585763,-.2982336,1.134143,-.43478715,.25185284,-.29480249,-.55181372
1121018,,.39197356,-.21207869,.42128411,-1.3952657,-.020719187,.031816009,.55937427,-.55321217,.55305803,.28266335,.063063748,-.23364811,-.14344648,-.6551621,-.37141305,.22079518,-.31555936,.44474825,.043701638,-.5081895,.049859498,.35630968,-.21567096
1121019,,.67668504,2.5998883,-.66882652,-.39215124,-6.2745857,6.274435,2.3554895,-1.1373172,1.1376177,-.68737888,-1.4610021,-1.4656755,-1.1471791,-1.3078614,-2.0170276,-.67123187,-1.5952967,2.0734441,-.59337211,-1.875917,-1.0866592,-1.1555159,.99202943
1121020,,.54694766,2.0741546,-1.7214384,-.028764568,-.87888312,.88951945,1.9120539,-1.1384572,1.1387593,-.43758562,-.55023104,-1.5103518,-1.1413301,-1.1147356,-2.2166784,-1.0774882,-1.6266174,2.6119833,-.83132845,-2.3170402,-.90810013,-.9670192,1.3476158
1121021,.25949368,.30000001,-.69886935,.43560311,-1.5515867,-.93504184,.94232297,.1714986,-.51228303,.5145328,.1487225,-.030225247,.16260538,-.15208256,-.4533217,-.6964739,.22302066,-.085965604,-.36716238,.62065637,-.011359445,.21960527,.13645338,.13834688
1121022,.16470589,.41522491,.30058509,1.0936502,-.068478912,-1.9853687,1.8109473,-.097697519,-.84569442,.82367307,-1.0457102,.84274155,-1.3043513,-.24650817,-.54661167,.030087342,.60159999,-.19884293,-.077949002,1.1556368,-.74693787,-.33396366,.203536,-.02070537
1121023,.36585367,.35022694,.17873067,.27576044,-1.0332475,-.12931201,.10984183,.47861266,-.48615894,.48411003,-.27953377,.83495742,-1.1116983,-.42648211,-.52828395,-.24310945,.20001255,-.42087483,.55141217,.4816798,-.934452,-.16961493,-.36455372,-.82368344
1121024,,.53416854,.68514717,-.66816002,.50765848,-.70479429,.71552408,.38697362,-1.0978981,1.0980513,.14107408,.18301366,-3.1243601,-1.1627833,-.86128908,-1.0104362,-.3087219,-1.6839414,1.1562499,.12165882,-1.3471471,-.31623939,-.18544696,.15995339
1121025,.51111114,.61011142,1.0682547,.41765234,.21341112,-1.8671894,1.8572655,1.7041832,-1.5080901,1.5078174,.29573688,-.52086467,-1.9601543,-1.1530132,-1.2167319,-1.5372856,-.18002483,-.82060432,1.1507455,.76127481,-1.7717564,-.4926002,.73913014,-.38803205
1121027,.58823532,.40225655,-.46610859,1.0058924,.20126083,-.55572623,.47698015,-.21746214,-.61623865,.60514939,.20993017,1.1827464,-1.658563,-.51322824,-.43100622,.61748749,.91143149,-.19341913,-.50047255,.84504384,-.032948043,-.3531453,-1.0332077,.015010634
1121028,.5,.46302691,1.3296263,-.44442356,-1.2748208,-1.6270753,1.6373103,.82443976,-.78137809,.78320026,.059877641,-.5660035,-.40376514,-.66208565,-.70570117,-1.6067889,-.83552945,-1.0611781,1.5517974,-.14340824,-1.6038651,-.49115539,-.92614377,1.8940084
1121029,.26190478,.17572308,.22897145,-1.0647836,-1.5825006,-1.495283,1.4976906,-.41735369,.50163794,-.49624801,.25025883,.71013325,.77214926,1.0680895,1.1710025,-.36288103,.49895701,.27782089,.07912951,-1.1353214,.67630571,2.1869957,-1.7628518,.78107244
1121030,.44897959,.37982702,.57518119,.10755572,-1.99818,-1.1678149,1.1722006,.39437607,-.12212933,.12592013,.35631648,-.03282541,-.38563228,-.23112942,-.58772117,-.3819389,.26641297,-.3371098,.75902915,.26711175,-1.0237923,.30718094,.14520071,.062468313
1121032,,.54689497,1.7734134,-1.0631514,-.48247448,-1.133249,1.0930182,.42035544,-.16561417,.15783024,-.98564708,-.51985908,-1.1188465,-.83078218,-1.0066493,-1.4589441,-.84214604,-.79624605,2.1590569,-.39774951,-2.1025403,-1.1264428,1.2094798,-.077890858
1121033,.63934427,.42301914,.61953694,.91944242,-1.63386,.360634,-.34933257,-.58469135,-.43964869,.44320941,.56977546,1.2930175,-.94787633,-.2073154,-.13847812,.37862185,.62848806,.18695332,.22729464,.36784735,-.50117296,-.20547332,.035876215,1.1424378
1121034,.23684211,.36946318,-.36729738,1.1191071,-.97505581,-2.9963083,2.9878156,-.14535786,-.23428643,.2353977,.40436575,1.3420978,-.46976134,-.0088100769,-.000058552745,-.39657128,.57231772,.25665629,-.26806927,1.0487592,-.40242186,.012418622,-.27584317,.081684016
1121035,.32163742,.1817645,-.43611285,-.24706462,-1.7879881,-2.5206215,2.5207751,-.51190859,.16051218,-.15891075,-.4142305,1.0518105,.72619754,1.055184,.83615094,-.37848365,.54744965,.32511792,-.30246261,-.27207714,.52475059,1.5235183,-1.2575092,.3713958
1121036,,.42619008,.48222843,-.71798456,-2.245131,-.37396345,.38487071,1.1744533,-1.234237,1.2358737,-.43036157,-.11275168,-1.3908015,-1.0519916,-.79011613,-1.4133888,.17611644,-1.0500132,1.117035,-.25478393,-1.0457177,.095053807,.51777023,-.38010585
1121037,,.59433961,.72144175,1.4766635,-1.3300406,-1.311882,1.322286,.010465378,-.077690512,.085379742,.22440624,1.4483092,-2.3709714,-.3445003,-.42657751,-.91967624,.39488623,.1298171,-.37065369,1.282504,-.44616514,.2143476,-.33478451,.23609619
1121038,.23809524,.12316962,-1.2538413,-1.251552,-.87295365,-.46527302,.4656553,-.61789346,.14677942,-.14323045,.44713771,.2838712,.95539337,.68063438,.43980932,.31398329,.73322541,.1892212,-.58467537,-1.1066697,1.3915249,.33594882,.27416453,-.096960515
1121039,,.32986164,.014829532,.53087783,-.43058661,-.32962781,.33394688,-.43153384,.53451633,-.5285899,.59754473,.59643859,-.053732771,-.036890436,-.025937004,-.74185055,.56038404,-.023589773,-.12173235,.022983503,.12390422,.1640047,.1752944,.22005576
1121040,,.48745579,1.2012887,-.19279051,.22838823,.33643296,-.34796187,-.36865065,.65465373,-.65485197,.25483444,-.19663683,-1.2058141,-.68529254,-1.0048306,-1.3956097,-.14312369,-.220162,1.1992711,.21512194,-1.4903766,-.65130556,.37882805,.72883886
1121041,.69072163,.65779328,2.0340164,-.5236178,-1.8383514,-.10655949,.079776593,2.5063198,-1.0924686,1.091877,-1.682498,-1.1550518,-3.1855135,-1.1956511,-1.0584459,-2.2179668,-1.4683038,-3.0594504,2.5054493,-.33353341,-2.5528474,.41066375,.36906981,1.5297406
1121042,.5777778,.5049575,.23515794,-.15059063,-1.119931,-1.5263141,1.5304629,1.3458915,-.31765604,.31853104,.28395826,-.50376493,-1.4913083,-.91052443,-1.1055077,-1.8114288,-.76400512,-1.0542107,1.3316532,1.2541966,-2.2975202,-.94458973,-1.6650679,2.5171595
1121044,.30851063,.33455172,.19014029,-.21165031,.17302305,.39965448,-.39761326,-.4886761,.34104282,-.34559554,.41849914,.39087144,-.090729952,-.0092633292,-.10478936,-.93865126,.27719727,.084378518,.23402299,.18942998,-.37799627,.92287117,-.95795363,.34359318
1121045,,.53811425,1.5846657,.34792501,-.53690547,-3.5461895,3.5384274,1.0437902,-.28301892,.28572711,-.53513271,.28201047,-.65555716,-.25396195,-.49749845,-.73683679,-.38367015,-.90489072,1.2014284,.22322702,-1.4671632,-.54957783,-.14476961,1.1797836
1121046,.4326241,.37292108,.19041245,-.71338642,-1.1177893,-1.9750153,1.9534166,.58169675,-.40519637,.40257517,-.84025902,.075935297,-.9220255,-.39750692,-.30242205,-1.3272158,-.056703098,-1.076717,.42478323,-.099049509,-.40418965,.63333571,-.60024613,.6050486
